"id","expCode","subject","age","gender","ethnicity","country","education","economics","quizAttempts","trialCount","condition","faceID","choice","choiceCongruent","trustworthyRate","reasonForExp","reasonCorrect","elapsedTime","responseTime","trialEndTime","date"
"12","llP1","d2d2fda4","21","0","2","United Stat","5","1","1","0","0","2","0","0","7","0","0","286.951","5.626","10:02:02","20/04/2016"
"13","llP1","d2d2fda4","21","0","2","United Stat","5","1","0","0","0","0","0","0","0","2","0","310.192","22.794","10:02:25","20/04/2016"
"id","expCode","subject","age","gender","ethnicity","country","education","economics","quizAttempts","trialCount","condition","faceID","choice","choiceCongruent","trustworthyRate","reasonForExp","reasonCorrect","elapsedTime","responseTime","trialEndTime","date"
"1","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","1","3","1","1","1","0","0","0","259.447","0","00:11:01","21/04/2016"
"2","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","2","0","4","1","0","0","0","0","266.949","0","00:11:09","21/04/2016"
"3","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","3","4","5","1","2","0","0","0","274.005","0","00:11:16","21/04/2016"
"4","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","4","1","2","1","0","0","0","0","281.431","0","00:11:23","21/04/2016"
"5","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","5","2","3","1","1","0","0","0","288.254","0","00:11:30","21/04/2016"
"6","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","6","5","0","1","2","0","0","0","295.247","0","00:11:37","21/04/2016"
"7","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","0","0","1","0","0","5","0","0","309.088","8.854","00:11:51","21/04/2016"
"8","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","0","0","2","0","0","5","0","0","314.048","4.537","00:11:56","21/04/2016"
"9","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","0","0","4","0","0","5","0","0","319.04","4.551","00:12:01","21/04/2016"
"10","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","0","0","3","0","0","5","0","0","323.52","4.039","00:12:05","21/04/2016"
"11","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","0","0","0","0","0","5","0","0","328.174","4.218","00:12:10","21/04/2016"
"12","llP1","e4ec49c5","36","1","2","United Stat","4","0","1","0","0","5","0","0","5","0","0","332.473","3.877","00:12:14","21/04/2016"
"13","llP1","e4ec49c5","36","1","2","United Stat","4","0","0","0","0","0","0","0","0","1","0","363.53","30.635","00:12:45","21/04/2016"
"id","expCode","subject","age","gender","ethnicity","country","education","economics","quizAttempts","trialCount","condition","faceID","choice","choiceCongruent","trustworthyRate","reasonForExp","reasonCorrect","elapsedTime","responseTime","trialEndTime","date"
"1","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","1","2","2","1","1","0","0","0","170.753","0","18:38:52","20/04/2016"
"2","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","2","4","4","1","2","0","0","0","180.21","0","18:39:02","20/04/2016"
"3","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","3","1","5","0","1","0","0","0","187.704","0","18:39:09","20/04/2016"
"4","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","4","0","0","0","1","0","0","0","194.71","0","18:39:16","20/04/2016"
"5","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","5","3","1","1","1","0","0","0","202.064","0","18:39:24","20/04/2016"
"6","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","6","5","3","1","2","0","0","0","209.17","0","18:39:31","20/04/2016"
"7","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","0","0","1","0","0","4","0","0","220.673","6.615","18:39:42","20/04/2016"
"8","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","0","0","5","0","0","6","0","0","225.272","4.137","18:39:47","20/04/2016"
"9","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","0","0","4","0","0","7","0","0","229.607","3.876","18:39:51","20/04/2016"
"10","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","0","0","3","0","0","6","0","0","235.435","5.366","18:39:57","20/04/2016"
"11","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","0","0","0","0","0","3","0","0","239.329","3.421","18:40:01","20/04/2016"
"12","llP1","f2eb44cd","31","1","2","United Stat","5","0","1","0","0","2","0","0","3","0","0","243.076","3.281","18:40:05","20/04/2016"
"13","llP1","f2eb44cd","31","1","2","United Stat","5","0","0","0","0","0","0","0","0","2","0","260.105","16.569","18:40:22","20/04/2016"
"id","expCode","subject","age","gender","ethnicity","country","education","economics","quizAttempts","trialCount","condition","faceID","choice","choiceCongruent","trustworthyRate","reasonForExp","reasonCorrect","elapsedTime","responseTime","trialEndTime","date"
"1","llP1","f271711d","36","0","2","United Stat","4","1","1","1","5","2","0","2","0","0","0","159.176","0","23:45:55","20/04/2016"
"2","llP1","f271711d","36","0","2","United Stat","4","1","1","2","3","4","1","1","0","0","0","168.27","0","23:46:04","20/04/2016"
"3","llP1","f271711d","36","0","2","United Stat","4","1","1","3","4","1","0","2","0","0","0","176.415","0","23:46:12","20/04/2016"
"4","llP1","f271711d","36","0","2","United Stat","4","1","1","4","2","5","1","1","0","0","0","193.572","0","23:46:30","20/04/2016"
"5","llP1","f271711d","36","0","2","United Stat","4","1","1","5","0","3","0","1","0","0","0","203.695","0","23:46:40","20/04/2016"
"6","llP1","f271711d","36","0","2","United Stat","4","1","1","6","1","0","0","1","0","0","0","216.08","0","23:46:52","20/04/2016"
"7","llP1","f271711d","36","0","2","United Stat","4","1","1","0","0","4","0","0","7","0","0","231.538","11.016","23:47:08","20/04/2016"
"8","llP1","f271711d","36","0","2","United Stat","4","1","1","0","0","5","0","0","5","0","0","238.268","5.88","23:47:14","20/04/2016"
"9","llP1","f271711d","36","0","2","United Stat","4","1","1","0","0","1","0","0","7","0","0","242.358","3.615","23:47:18","20/04/2016"
"10","llP1","f271711d","36","0","2","United Stat","4","1","1","0","0","2","0","0","7","0","0","246.621","3.82","23:47:23","20/04/2016"
"11","llP1","f271711d","36","0","2","United Stat","4","1","1","0","0","3","0","0","5","0","0","251.784","4.688","23:47:28","20/04/2016"
"12","llP1","f271711d","36","0","2","United Stat","4","1","1","0","0","0","0","0","7","0","0","260.93","8.703","23:47:37","20/04/2016"
"13","llP1","f271711d","36","0","2","United Stat","4","1","0","0","0","0","0","0","0","2","0","276.941","15.156","23:47:53","20/04/2016"
"id","expCode","subject","age","gender","ethnicity","country","education","economics","quizAttempts","trialCount","condition","faceID","choice","choiceCongruent","trustworthyRate","reasonForExp","reasonCorrect","elapsedTime","responseTime","trialEndTime","date"
"1","llP1","XC900129","67","1","5","Algeria","4","0","1","1","4","4","0","2","0","0","0","53.856","0","11:28:40","20/04/2016"
"2","llP1","XC900129","67","1","5","Algeria","4","0","1","2","3","0","1","1","0","0","0","62.288","0","11:28:49","20/04/2016"
"3","llP1","XC900129","67","1","5","Algeria","4","0","1","3","5","5","0","2","0","0","0","75.558","0","11:29:02","20/04/2016"
"4","llP1","XC900129","67","1","5","Algeria","4","0","1","4","2","1","1","1","0","0","0","83.79","0","11:29:10","20/04/2016"
"5","llP1","XC900129","67","1","5","Algeria","4","0","1","5","0","2","1","0","0","0","0","90.733","0","11:29:17","20/04/2016"
"6","llP1","XC900129","67","1","5","Algeria","4","0","1","6","1","3","1","0","0","0","0","98.181","0","11:29:25","20/04/2016"
"7","llP1","XC900129","67","1","5","Algeria","4","0","1","0","0","1","0","0","7","0","0","103.125","2.557","11:29:29","20/04/2016"
"8","llP1","XC900129","67","1","5","Algeria","4","0","1","0","0","0","0","0","6","0","0","105.301","1.8","11:29:32","20/04/2016"
"9","llP1","XC900129","67","1","5","Algeria","4","0","1","0","0","2","0","0","5","0","0","107.317","1.758","11:29:34","20/04/2016"
"10","llP1","XC900129","67","1","5","Algeria","4","0","1","0","0","4","0","0","6","0","0","109.389","1.881","11:29:36","20/04/2016"
"11","llP1","XC900129","67","1","5","Algeria","4","0","1","0","0","3","0","0","7","0","0","110.949","1.363","11:29:37","20/04/2016"
"12","llP1","XC900129","67","1","5","Algeria","4","0","1","0","0","5","0","0","8","0","0","112.836","1.678","11:29:39","20/04/2016"
"13","llP1","XC900129","67","1","5","Algeria","4","0","0","0","0","0","0","0","0","1","0","117.012","3.98","11:29:43","20/04/2016"
